shop,name,lat,lon
yes,Furla,59.7931403,30.3318362
yes,Adidas Reebok,59.793251,30.3310691
clothes,Trussardi,59.7934993,30.332201
fashion,Lacoste,59.7936235,30.3320132
optician,Экран Оптика,59.7936073,30.3327052
clothes,Nike,59.794201,30.3315358
clothes,Michaela,59.794147,30.3312408
bag,Империя сумок,59.7939257,30.3308116
clothes,Albione,59.794085,30.330538
shoes,Ralf Ringer,59.7941336,30.3295349
supermarket,Пятёрочка,59.8514607,30.2937449
supermarket,Пятёрочка,59.8603811,30.3637357
electronics,Юлмарт-аутпост,59.943834,30.3523609
jewelry,Стильное серебро,59.9438216,30.3525462
convenience,Реалъ,59.7991698,30.6313855
bakery,Пекарня,59.797993,30.6355536
car_repair,Альянс-Авто,59.7494466,30.0944744
car_repair,Ваз,59.7489629,30.0954313
car_repair,Форд,59.7490413,30.0956909
car_repair,Шиномонтаж,59.7490642,30.0955481
car_repair,,59.7466042,30.1004775
supermarket,Дикси,59.9295346,30.3240879
supermarket,7Я СемьЯ,60.0102889,30.2635143
supermarket,Магнит,60.0101265,30.2630827
florist,Цветочный город,59.9989564,30.2366147
dry_cleaning,,59.99906,30.2366655
hairdresser,Парикмахерская,60.0241528,30.6308609
convenience,,59.8079231,30.572739
computer,Юлмарт Outpost,59.8326783,30.2051352
computer,Юлмарт Outpost,59.841836,30.248337
supermarket,Дикси,59.9287515,30.3052724
convenience,Продукты,59.9289626,30.3050335
hardware,Метизы,59.93216,30.244897
convenience,Продукты,59.9258189,30.3178261
supermarket,МиниМаркет,59.8885488,30.325074
convenience,Продукты,59.857237,30.3655443
beauty,Подиум,60.0516192,30.4473403
pet,ВитаВет,59.5637451,30.1193993
supermarket,Магнит,59.8880108,30.9907481
chemist,Магнит-косметик,59.888275,30.9909408
bag,"Пакеты, сумки",59.8971659,30.432299
hairdresser,,59.8971405,30.4323411
supermarket,,59.8425898,30.2105405
bakery,Bakery,59.8269108,30.333736
supermarket,Фасоль,59.8268589,30.3318797
supermarket,Полушка,59.8528625,30.0341835
yes,ТЕРМО,59.8362389,30.4401455
supermarket,Prisma,59.9321155,30.2605041
hairdresser,Стриж,59.9306426,30.3417277
supermarket,Продукты,59.828551,30.1677257
convenience,Продукты,59.8285427,30.1693165
travel_agency,World Traveller Tour Operator,59.9409606,30.3242362
alcohol,Напитки мира,59.7258808,30.4168437
door,Престижные двери,59.7264646,30.4017292
supermarket,Реалъ,59.739759,30.3951554
optician,,59.7225054,30.4137985
florist,,59.7246144,30.4071956
beauty,,59.7376649,30.4038979
supermarket,Магнит,59.8342554,30.2186362
supermarket,Дикси,59.8463083,30.1102438
pet,Зоотовары,59.8510015,30.3303426
shoes,Sofia,59.8487678,30.32104
ticket,ДТЗК,59.8298304,30.3752219
mobile_phone,Евросеть,59.8488947,30.3210402
orthopaedics,Ортека,59.8485182,30.3210496
lighting,Регенбоген,59.8585243,30.3216262
supermarket,Spar,59.8419327,30.2557998
doityourself,Строитель,59.8418399,30.255996
butcher,Фермер,59.8514603,30.2936241
beauty,l'Amie,59.9354399,30.3425807
supermarket,Манго,59.8546479,30.2072121
supermarket,Магнит,59.8557724,30.2073539
supermarket,Пятёрочка,60.0034511,30.2026811
supermarket,Spar,60.0028373,30.2009212
convenience,,60.0032468,30.201726
optician,Оптика,60.0031607,30.2021463
alcohol,Пиво в розлив,60.0031835,30.2022732
hairdresser,PUSH UP,60.0031351,30.2022262
hairdresser,,60.0029817,30.2025905
car_repair,Шиномонтаж,60.0024338,30.2022581
alcohol,Норман,59.8552774,30.2026552
convenience,Продукты,59.8474468,30.1874951
supermarket,Волна,59.8386023,30.1744607
tyres,Автоманя,59.8941274,30.3001232
car_repair,,59.8907451,30.3026833
car_parts,,59.8947557,30.2999505
convenience,,59.84,30.3779673
supermarket,Дикси,59.9484144,30.5762492
hardware,Водопад,59.9156813,30.4862956
hardware,Водопад,59.9330713,30.4311244
hardware,Водопад,60.0110006,30.2468996
hardware,Метизы,59.7342353,30.0807734
hairdresser,,59.8743074,30.3213779
car_repair,Профмастер,59.7744209,30.0510697
car_repair,,59.7751323,30.0807465
car_repair,,59.7759549,30.0414541
supermarket,Пятёрочка,60.0005654,30.2919995
mobile_phone,МТС,60.0013578,30.2979175
mobile_phone,Tele2,60.0014119,30.2978971
convenience,Продукты,59.8385658,30.2055893
convenience,Продукты,59.8388203,30.204726
convenience,,59.9404489,30.2854261
convenience,,59.9415836,30.2773024
books,Академкнига,59.940868,30.2793744
mobile_phone,Tele2,59.9425747,30.2773909
gift,Украшения подарки,59.9412658,30.2883899
convenience,Гастроном 13,59.9609121,30.2937086
supermarket,Полушка,59.9219207,30.3516906
supermarket,Верный,59.9243687,30.3278538
convenience,Продукты из Белоруссии,60.0013037,30.2979379
supermarket,РеалЪ,59.9724821,30.3059127
laundry,Prachka.com,59.8336634,30.3566492
clothes,ВО!ВА!,59.8342212,30.351416
clothes,Cropp,59.8839948,30.3688212
clothes,Dефи*ле,59.8838167,30.3686695
clothes,Mango,59.8837522,30.3688225
clothes,Oodji,59.8839004,30.3685943
shoes,Respect,59.8838962,30.3689649
clothes,Sinsay,59.8838343,30.3687348
gift,Другие подарки,59.8839031,30.3688866
cosmetics,Рив Гош,59.8840465,30.3688147
bag,Шарпей,59.8838561,30.3690078
convenience,Продукты 24,60.001466,30.2978768
florist,Фантазия,60.0015201,30.2978564
sports,Adidas kids,59.8833565,30.3690711
sports,Adidas,59.883613,30.3689718
sports,Adidas,59.8836315,30.3698158
clothes,Anna Verdi,59.8835954,30.3689065
clothes,Beefree,59.8838141,30.3690527
clothes,Concept Club,59.8833756,30.3691418
shoes,Dino Ricci,59.8835266,30.3699848
shoes,Ecco,59.8835128,30.3693751
tableware,Gipfel,59.8835749,30.3697519
clothes,Incity,59.8837485,30.3691229
clothes,Love Republic,59.8836749,30.3692016
shoes,Milana,59.883655,30.3700223
outdoor,Redfox,59.8833959,30.3695001
sports,Reebok,59.8833519,30.3693368
clothes,Wrangler,59.8837347,30.3687573
beauty,Zinger,59.883602,30.3698524
watches,bestwatch.ru,59.8834551,30.3694368
mobile_phone,iPort,59.8836864,30.3688931
bag,Империя сумок,59.8834874,30.3698395
mobile_phone,МТС,59.8834646,30.3693422
toys,Солдат удачи,59.8835475,30.36965
tea,Чаи ине чаи,59.8835216,30.3695537
florist,Оранж,59.9660516,30.3109077
clothes,befree,59.9659816,30.3111908
car_repair,Профи,59.9454775,30.2566364
supermarket,Дикси,59.9050882,30.2890555
cosmetics,ЭкоЛогика,59.9963857,29.7664784
shoes,,59.9964528,29.7666251
supermarket,Народная 7Я семьЯ,59.9673258,30.3005664
newsagent,,59.9663987,30.2990777
optician,Невская оптика,59.9388183,30.2697643
supermarket,Лента,59.9417765,30.258556
supermarket,Дикси,59.9424821,30.3610156
clothes,Griol,60.0366694,30.4157817
hairdresser,,60.036842,30.4156807
convenience,Продукты,59.9342543,30.3625197
car_repair,Алекс моторс,59.9982119,30.2733076
car_parts,Алекс моторс,59.998223,30.2731729
door,Двери всем,59.9987098,30.2839251
newsagent,Первая полоса,60.0023587,30.2967795
mobile_phone,Хорошая связь,60.0026725,30.2965811
chemist,ПромЭконом,60.00121,30.3073641
convenience,Лидер,59.998719,30.2840407
florist,,60.0023355,30.2967074
newsagent,,60.0025114,30.2973988
convenience,Продукты,59.8600894,30.1831516
convenience,Продукты,59.8578725,30.1929374
greengrocer,Фруктовый рай,59.8547822,30.2121702
supermarket,Дикси,59.8523412,30.2162185
outdoor,Вежливые люди,59.9229218,30.3325547
hairdresser,,59.8711915,30.4084025
supermarket,Народная 7Я семьЯ,59.9388186,30.3518639
florist,Цветы,59.9392077,30.3504384
convenience,Продукты,59.9259626,30.2928839
convenience,Продукты,59.9240452,30.3010318
convenience,Продукты,59.9350967,30.3380763
supermarket,Мировой,59.9349833,30.3380304
supermarket,Полушка,59.9410751,30.3602681
convenience,Минимаркет,59.9285249,30.3588702
doityourself,Строитель,59.8460712,30.3389462
convenience,,59.8733283,30.405216
convenience,,59.8633608,30.1791004
supermarket,Spar,60.051321,30.3348514
sports,Досок.нет,60.0023056,30.3004066
beauty,Игуана,60.0515345,30.3218478
hairdresser,Каскад,60.0509055,30.3245263
cosmetics,Л'Этуаль,60.0402381,30.3245627
chemist,Улыбка радуги,60.0406908,30.3249254
copyshop,Принтсбург,60.0128173,30.39502
cosmetics,Рив Гош,60.0363963,30.3212489
electronics,Техносила,60.0364744,30.3212855
bathroom_furnishing,Три кита,60.0135954,30.3229416
clothes,Фамилия,60.0365297,30.321482
bakery,,60.0162115,30.3075702
hairdresser,,60.049356,30.3180505
watches,,60.057832,30.3349302
bakery,Булочные Ф. Вольчека,59.864671,30.3192537
car_repair,Шиномонтаж,59.8717339,29.8154466
clothes,IDLook,60.0523606,30.3313787
beauty,Milano,60.0518697,30.330983
beauty,Solo para ti,60.0541346,30.3268077
clothes,,60.0522144,30.3256796
fishing,Рыболовный центр,60.0541854,30.3265626
convenience,,60.0520343,30.3244585
convenience,,60.0520453,30.324531
hairdresser,Штрих,60.0729628,30.3321
hairdresser,Штрих,60.0710198,30.3296055
florist,Горцвет,59.9396982,30.2663139
convenience,Food Market,59.9356592,30.3116314
convenience,Продукты,59.9544961,30.296866
car_parts,AutoShop,59.947818,30.2776139
hairdresser,Времена года,59.9473355,30.27599
hairdresser,Салон причесок,59.9472374,30.2756469
dry_cleaning,,59.8655655,30.4036072
outdoor,Сплав,59.8651743,30.4115604
beauty,Exclusive,60.0522083,30.3406284
pet,petshop.ru,60.0526106,30.3386408
pawnbroker,Белые ночи,60.0519607,30.3363608
jewelry,585Gold,60.0528567,30.3370662
bakery,Микадо,60.0510567,30.3409724
mobile_phone,Связной,60.0528852,30.3360622
clothes,Смешные цены,60.05199,30.3362066
mobile_phone,Телефон.ру,60.0528692,30.3361435
convenience,,60.0510281,30.3411944
clothes,4doctors,60.0523212,30.326461
jewelry,585,60.0516568,30.3317527
florist,РосЦветТорг,59.9502627,30.2350387
convenience,,59.9502208,30.2349691
photo,,59.9503558,30.2343865
greengrocer,,59.9503806,30.234193
beauty,M-18,59.8669971,30.4107724
furnace,"Водоснабжение, отопление",59.8650915,30.4106476
stationery,Почтовый магазин,59.8382785,30.331996
convenience,Продукты,59.877088,30.3968232
greengrocer,"Овощи, фрукты",59.8773285,30.3968768
convenience,Продуты,59.725741,30.4271408
convenience,Матвеев и Партнеры,59.7263271,30.4268423
electronics,Юлмарт Outpost,59.7264933,30.4267667
supermarket,Семишагофф,60.0063897,30.403045
supermarket,Перекрёсток,60.0109113,30.4021989
supermarket,Дикси,59.9307558,30.3657688
dry_cleaning,Дом быта,59.9249347,30.3567367
supermarket,Народная 7Я семьЯ,59.9164457,30.4725393
supermarket,Полушка,59.9437286,30.3594963
convenience,Продукты,59.9440409,30.3630599
convenience,Продукты,59.9552914,30.3026677
supermarket,РеалЪ,59.93897,30.323995
convenience,,59.9300943,30.4162939
chemist,Улыбка радуги,59.8754023,30.399674
clothes,Adidas,60.058302,30.3357061
clothes,Bazar,60.0595043,30.3373763
clothes,Calzedonia,60.0580452,30.3363693
clothes,Capital Sport,60.0583521,30.3354598
beauty,Jasmine,60.0490669,30.3563598
clothes,Quicksilver,60.0583348,30.3355447
clothes,Tally Weijl,60.0594497,30.3371737
clothes,Tezenis,60.0581296,30.3364381
supermarket,Магнит,60.0482832,30.3527188
cosmetics,Спектр,60.0481073,30.3527197
florist,Цветовик,60.0483537,30.3532097
dry_cleaning,Чистая марка,60.0594582,30.3377672
clothes,Юность,60.0594878,30.3372048
optician,,60.0492855,30.3555713
hairdresser,Златовласка,60.0732346,30.3335438
bicycle,Веломарка,59.7314483,30.6130178
bicycle,Веломарка,59.8299099,30.3790732
bicycle,Веломарка,59.8782499,30.3564667
bicycle,Веломарка,59.9559002,30.2379328
bicycle,Веломарка,59.9462006,30.4745374
bicycle,Веломарка,60.0506864,30.3407372
bicycle,Веломарка,59.8473168,30.1455409
bicycle,Веломарка,59.8150844,30.3215422
bicycle,Веломарка,59.9284178,30.326509
beauty,Enigma,60.0346618,30.4259552
alcohol,Ароматный мир,60.0319622,30.4304617
alcohol,Пиf'ko,60.0387688,30.4056569
supermarket,Полушка,60.0460408,30.3959349
pet,Риса,60.0365735,30.4202982
supermarket,Семишагофф,60.0410999,30.4153643
bakery,Тесто,60.040027,30.4157511
florist,,60.0336615,30.4197771
pet,Риса,60.0387813,30.4055945
furniture,,60.0402366,30.4146923
optician,,60.0404516,30.3976327
greengrocer,,60.0406703,30.4145586
convenience,,60.0418375,30.3927575
florist,,60.0431443,30.4088764
convenience,,60.0431925,30.4089354
confectionery,,60.043201,30.4092939
newsagent,,60.0443415,30.4034159
convenience,,60.0467889,30.3894321
convenience,Продукты,59.9668359,30.3017856
supermarket,Продукты,59.9672174,30.3046809
convenience,,59.9643425,30.3123202
toys,Берадо,59.7950783,30.1458708
clothes,H&M,59.9321886,30.3596976
florist,Акварель,59.9396882,30.2653624
convenience,Продукты,59.9408843,30.3241915
supermarket,Продукты,59.9411507,30.3241989
furniture,Студия Раттан,59.9911225,30.1655925
doityourself,TRIF,59.9930075,30.1495646
beauty,Tess,59.8756763,30.4025196
alcohol,Бирляндия,59.8771074,30.3974393
beauty,Марис,59.8776412,30.3989365
hardware,СтройХозТовары,59.8753562,30.4024692
seafood,Сушишоп,59.877156,30.3973671
sewing,,59.8765813,30.3919383
bakery,,59.872394,30.3920913
florist,,59.8736643,30.39022
convenience,Продукты,59.8762503,30.4016715
car_repair,,59.8767453,30.3922596
hairdresser,,59.8771288,30.3974075
hardware,,59.897824,30.4273963
clothes,Женский стиль,59.897803,30.4274159
dry_cleaning,Чистякоф,59.9321752,30.2606086
supermarket,Дикси,59.9409091,30.3790349
convenience,Продукты,59.9169131,30.3489303
convenience,Продукты,59.9298228,30.3684039
convenience,Мини маркет №1,59.9354846,30.342225
gift,,59.9360955,30.3252652
convenience,Продукты,59.9364297,30.3264199
supermarket,Лайт,59.8551642,30.3236648
leather,Тысяча и одна сумка,59.8585826,30.229325
convenience,,60.0077067,30.2426495
craft,,59.9243248,30.3221381
car_parts,,59.9243398,30.3221069
alcohol,,60.0760241,30.3651473
convenience,Продукты,60.0019762,30.2544164
doors,"Двери, окна",60.0019859,30.2542234
clothes,Медицинская одежда,59.921337,30.310326
convenience,Продукты,59.8382325,30.1743454
supermarket,Нетто,59.9471864,30.2741183
supermarket,Лента,59.9408878,30.390436
doityourself,Теплотехника-Юг,59.8514021,30.3344904
outdoor,VipHunting,60.0236918,30.285256
fireworks,Русский фейерверк,60.004297,30.2590837
clothes,Heinemann,59.7979778,30.2685152
clothes,Heinemann,59.7980029,30.2679913
watches,Heinemann,59.7980972,30.2685948
cosmetics,Heinemann,59.7983828,30.2687747
gift,Hockey club,59.7978773,30.2684771
convenience;gift,Hudson,59.798566,30.2689167
convenience,Гурмэ,59.7977469,30.2683969
gift,Зенит,59.7978077,30.2684361
mobile_phone,Цифроград,59.7978914,30.2681278
gift,Эрмитаж,59.7974893,30.268237
clothes,,59.7977856,30.2678945
gift,,59.7982545,30.2682019
beauty,,59.9447379,30.2907003
doityourself,Сампо паркет,59.8859793,30.3190838
copyshop,Кибус,59.8863385,30.3190695
supermarket,Дикси,59.8514721,30.2639748
supermarket,Лайм,59.8818134,30.4713868
supermarket,Магнит,59.8528946,30.2149581
convenience,Мини-Маркет,59.8494875,30.2147428
supermarket,Пятёрочка,59.8810732,30.465045
massage,Роял Тай,60.0130926,30.2547064
pyrotechnics,,59.9906842,30.255164
convenience,Естный,59.9861382,30.2959204
pet,Ле'Муррр,59.9861996,30.2968327
jewelry,Яшма золото,59.9861236,30.2957105
mobile_phone,Билайн,60.0396251,30.3474561
second_hand,Мир Секонд Хенд,60.0380903,30.3443966
supermarket,Нетто,60.0396029,30.3455756
supermarket,Магнит,60.0327051,30.352171
supermarket,Народная 7Я семьЯ,60.0052599,30.3906864
hardware,Проинтех,59.9830738,30.3242536
oil,Оливия,59.9309349,30.2565396
doityourself,Строитель,59.8552108,30.3765368
convenience,,59.8897801,30.9934773
greengrocer,Овощной двор,59.9403944,30.2679278
convenience,Продукты,59.9396733,30.2687797
convenience,Фермер,59.9396143,30.2688465
supermarket,Лента,59.8400704,30.3369552
convenience,Вологодские продукты,59.8612094,30.1923521
alcohol,Массандра,59.9325596,30.3344444
ticket,ДТЗК,59.9361175,30.3149408
gift,Монетный бутик,59.9345617,30.3295777
florist,Фантазия,59.9449207,30.3599024
tea,Чай и Шёлк,59.9393761,30.3571213
convenience,Продукты,59.9242884,30.2855586
tyres,Хорошие Колёса,60.0250321,30.2975279
car_repair,Шиномонтаж,60.0252986,30.2973688
doityourself,Top House,59.9480412,30.2389555
beauty,Ирис,59.9496774,30.2448399
furniture,Мебель Лига,59.9481387,30.2393115
clothes,Одежда из Европы,59.9487582,30.2417257
supermarket,Пятёрочка,59.9482236,30.2396795
insurance,Ресо гарантия,59.9496934,30.2452323
garden_centre,клуб-магазин Природного земледелия,59.9497564,30.2454314
kiosk,,59.9483149,30.2407882
hairdresser,,59.9487355,30.2416386
beauty,EMC,59.9463407,30.3536992
beauty,Miami,59.9466392,30.3576108
alcohol,Ароматный мир,59.9463565,30.3528977
jewelry,Дворец обручальных колец,59.9466952,30.3528683
travel_agency,Ком Тур,59.9466797,30.3538512
beauty,"На Чайковского, 26",59.9466749,30.3540761
gun,Премиум,59.9463547,30.3532607
jewelry,Серебро,59.9463517,30.3539858
religion,Щигры,59.9466964,30.3526658
perfumery,,59.9463468,30.3540934
shoes,,59.9463491,30.3540432
convenience,Продукты,59.946634,30.3584763
cosmetics,Bulgaria Beauty,59.9462413,30.3633833
shoes,Mario Bruni,59.9465945,30.3603672
beauty,А-Студия,59.9462517,30.3619
clothes,Вологодский текстиль,59.9465371,30.3652453
optician,Оптика стиль,59.9465357,30.3652939
fabric,Ткани на Чайковского,59.9462626,30.3627787
beauty,Ю&Т,59.9462204,30.3648125
florist,,59.9465329,30.3655917
car_repair,Шиномонтаж,60.0272434,30.2945038
yes,FitnessBar,60.0075262,30.2651708
travel_agency,Менсей,60.007652,30.2652283
electronics,Redmond,60.0077415,30.2652624
beauty,Wo&Man,60.0470751,30.3315683
hairdresser,ДиДи,60.0473981,30.331791
newsagent,Ежедневник,60.0024071,30.296932
pyrotechnics,Фейерверки,60.0157358,30.2938966
florist,Цветоптторг,60.0074884,30.2651504
newsagent,,60.003549,30.2982525
hairdresser,,60.0472666,30.331694
bookmaker,,60.048639,30.3341875
gift,Сувениры,59.9500274,30.3754832
jewelry,Адамас,60.0537942,30.3326616
convenience,Белорусские продукты,60.0538629,30.3323035
butcher,Великолукский мясокомбинат,60.0537601,30.3328393
convenience,,60.0532025,30.326347
shoes,Евробувь,60.0538276,30.3324874
beverages,Главпиво,60.053893,30.3321464
supermarket,Магнит,60.0518893,30.3367253
convenience,,60.0531591,30.3260558
convenience,Минимаркет,60.0544607,30.3251747
tea,Море чая,60.0538732,30.3322497
beauty,Ногти,60.0532539,30.3267036
orthopaedics,Ортека,60.0536805,30.3333923
jewelry,Роскошь золота,60.0519719,30.3352934
jewelry,Роскошь золота,60.0540555,30.327159
doityourself,Сварка,60.0531291,30.3258087
chemist,Улыбка радуги,60.0537755,30.332759
jewelry,Шпинель,60.0539689,30.3276508
tabacco,,60.0534344,30.3336371
greengrocer,,60.0536651,30.3321022
music,,60.0536891,30.3321246
butcher,,60.053714,30.3321588
bakery,ХЛЕБ`S,60.0544218,30.3253495
alcohol,Алкомаркет,59.9844274,30.4246804
alcohol,Ароматный мир,60.0164487,30.2789858
books,Буквоед,60.002365,30.299626
pet,Вака,59.9847282,30.4249025
toys,Детский мир,60.0536648,30.3893583
clothes,,59.9843195,30.4245441
convenience,,59.9844695,30.4246772
car_parts,,60.0164998,30.2790208
shoes,Белорусская обувь,60.036846,30.4154404
bakery,Булочные Ф. Вольчека,60.0388559,30.4052264
bakery,Булочные Ф. Вольчека,60.0403143,30.3982355
supermarket,Верный,60.0300352,30.416268
jewelry,Дива,60.0401884,30.4000303
doityourself,Почин авточехлы,60.0438355,30.3770214
chemist,Улыбка радуги,60.0086905,30.4165515
convenience,Фермер,60.0510677,30.4377702
florist,Цветовик,60.0078172,30.4203331
erotic,Bruno,60.0368099,30.4155993
newsagent,,60.039604,30.3980068
florist,,60.0504781,30.4374684
door,,60.0507323,30.4376452
bakery,,60.0508732,30.4377518
convenience,Продукты,59.9826404,30.3468996
convenience,Продукты,59.9847297,30.34617
beauty,"Expressive Look, школа-студия наращивания ресниц и оформления бровей",60.0419716,30.33175
jewelry,Яшма золото,59.9417898,30.2759261
medical_supply,ОРТЕКА,59.9420371,30.2756669
cosmetics,Подружка,59.9234783,30.3352785
stationery,,59.9240492,30.3228
beauty,Max Studio,59.9237636,30.3220124
hairdresser,,60.0336127,30.3999621
car_repair,555,59.8868363,30.3427792
erotic,Розовый кролик,59.8428295,30.2472881
bakery,Хлебница,59.8517597,30.3170788
convenience,,60.033187,30.4281411
alcohol,Градусы,59.9451014,30.2683222
jewelry,Sunlight,59.9313843,30.3548892
mobile_phone,Билайн,60.0037414,30.2967157
mobile_phone,МТС,60.0036199,30.2972884
games,Мосигра,59.9312692,30.3549985
mobile_phone,Связной,60.0035675,30.2973056
tableware,Столовое серебро,59.9314918,30.3549873
mobile_phone,Теле2,60.0036723,30.2972713
convenience,,60.0035151,30.2973228
mall,Мир,60.0070074,30.2464815
mall,Крокус,60.0079638,30.2470169
mall,Сабина,60.0074335,30.2467134
hvac,Мистер Климат,60.0033559,30.3576025
clothes,СПРОС,59.8471208,30.3126906
florist,Цветоптторг,59.8479426,30.3111649
farm,,59.8475802,30.3118469
convenience,Продукты,59.8646546,30.3746608
clothes,Anna Verdi,60.0584961,30.3363312
clothes,Baon,60.0585878,30.336354
clothes,Bessini,60.0584568,30.3368191
clothes,Diplomat Big Size,60.0588228,30.3365454
clothes,Gerry Weber,60.0585871,30.336414
clothes,Individuel,60.0585419,30.3363728
clothes,Savage,60.0586439,30.3363997
beauty,l'Amie,60.0165766,30.2803192
jewelry,Русские самоцветы,60.0357659,30.3234615
mobile_phone,Евросеть,60.0582685,30.3362554
clothes,ТриКотаЖ,60.0355126,30.323297
jewelry,Яшма золото,60.0581628,30.3361692
jewelry,Яшма золото,60.0592207,30.337032
florist,,60.0157258,30.2860931
supermarket,Дикси,59.9311016,30.4205371
supermarket,Верный,60.0278545,30.642564
supermarket,Магнит,60.0406128,30.4146784
clothes,Модный мир,60.0401132,30.4146205
beauty,Милана,60.0407166,30.4149394
supermarket,Пятёрочка,60.0441351,30.3889006
pet,Ежкин Кот,59.9532462,30.4085286
confectionery,Трюфель,59.9640208,30.3089304
ticket,ДТЗК,60.0023953,30.2968185
florist,Оранж,59.9355151,30.3269676
newsagent,Первая полоса,60.0023987,30.2968879
newsagent,Первая полоса,60.0025776,30.296508
ticket,Центральное агентство воздушных сообщений,60.0025727,30.2968288
yes,FitnessBar,59.9704474,30.3413858
computer,X-com,59.9707915,30.3383225
clothes,Крилони,59.9704939,30.3415399
bakery,Хачапури,59.9713907,30.3455522
mobile_phone,Хорошая связь,59.9712306,30.3464068
newsagent,,59.8533197,30.3524046
pet,Сытый кот,59.6194999,30.3919667
bakery,Багетто,59.897146,30.5119799
supermarket,Дикси,59.8974494,30.5123711
alcohol,Норман,59.8967212,30.5103948
alcohol,РосАл,59.8966449,30.5100565
alcohol,РосАл,59.9020486,30.4649313
cooking,СушиШоп,59.897171,30.5120776
car_repair,Шиномонтаж,60.0075874,30.2728914
car_repair,Шиномонтаж,59.9973517,30.2509219
beauty,Версаль,60.0376214,30.404875
alcohol,Лит.Rа,60.03386,30.3788708
medical_supply,Медтехника и ортопедия,59.9704089,30.3406717
convenience,Продукты,60.0338398,30.3790406
hairdresser,,59.6668944,30.1057372
car_repair,,59.8506955,30.3509561
clothes,Paul & Shark,59.9326765,30.3322251
books,Книжный салон,59.9334702,30.3341703
jewelry,ЭПЛ. Якутские бриллианты,59.9332358,30.3335834
supermarket,Народная 7Я семьЯ,59.7022725,30.7849901
alcohol,Норман,59.7022087,30.7853559
clothes,Intimissimi,59.9352057,30.3293117
cosmetics,Lush,59.9351581,30.3295697
books,Наутилус,59.934574,30.334662
convenience,,60.0034338,30.2964095
florist,,60.0165348,30.3158773
orthopaedics,Ортека,60.0048618,30.2963143
florist,,60.0085768,30.295013
supermarket,Магнит,60.0115511,30.2854906
furniture,Наша мебель,60.0118573,30.2793252
alcohol,Норман,60.0117705,30.2797756
florist,,60.0117294,30.2801271
pet,,60.0128397,30.2754815
car_repair,,60.0261245,30.2825751
convenience,Продукты,59.8202411,30.1871312
convenience,Продукты,59.8368422,30.1425101
convenience,Продукты,59.8391488,30.1441232
beauty,,59.8368922,30.1426325
supermarket,Пловдив,59.8313526,30.1437826
ticket,ДТЗК,60.0351151,30.4185449
florist,Оранж,60.0350673,30.4185481
convenience,Продукты,59.8378797,30.2046587
supermarket,"Универсам ""Чайка""",59.8359456,30.136337
convenience,Продукты,59.8255012,30.2040844
convenience,,59.8335646,30.2031337
convenience,Продукты,59.843129,30.2276083
supermarket,Удачный,59.8434258,30.2286409
mobile_phone,Хорошая связь,60.0164969,30.31549
baby_goods,Детский мир,60.0073529,30.2596937
travel_agency,Tez Tour,60.0392469,30.3259282
convenience,Белорусские продукты,60.0522438,30.3360594
travel_agency,ЗаПутёвкой,60.0147476,30.2781092
beauty,КреатиFF,60.049679,30.3337822
jewelry,Стильное серебро,60.0411502,30.3252484
optician,Счастливый взгляд,60.0354512,30.3232599
ticket,Центральное агентство воздушных сообщений,60.0168673,30.3157486
hardware,Электрик,60.0188419,30.3209921
convenience,,60.0175419,30.3141058
pyrotechnics,,60.0191319,30.3208919
furniture,,60.0419701,30.3292851
convenience,Сытный Гостинец,60.04205,30.3289046
beauty,Студия маникюра ХОХЛОМА парнас,60.0773366,30.3377904
orthopedics,Cистема здоровья,60.0086649,30.249547
tailor,"Ателье ""Клото""",59.8617821,30.1920547
car_parts,Движком,59.7876676,30.1429836
computer,Кей,60.0409856,30.3250665
beverages,Магазин пива,60.0481346,30.3612358
orthopaedics,Найди опору,60.0425295,30.3832831
butcher,Ярославский бройлер,60.0468585,30.3313974
florist,,60.0432149,30.3795824
florist,,60.048564,30.3533819
electronics,DNS,59.8341597,30.2049
car_repair,АвтоСтоЛица,59.8318458,30.2499985
newsagent,,59.8329308,30.1476076
photo,,59.8322508,30.147722
zoo,,59.8322963,30.147722
clothes,,59.8322302,30.1478024
beauty,,59.8322147,30.1477386
furniture,,59.8323443,30.1477194
alcohol,Живое Пиво,59.8322432,30.1476199
toys,Кузя,59.832217,30.1478753
beauty,Цирюльня,59.8328065,30.1551692
supermarket,Пловдив,59.832266,30.1503618
optician,Невская оптика,59.833905,30.1560015
florist,ЛенЦветТорг,59.8347589,30.1576511
convenience,Продукты,59.8328903,30.1551809
alcohol,Литра,59.8415079,30.1586857
gift,Планета подарков,59.8417402,30.1585222
optician,,59.8415422,30.1586583
supermarket,Семишагофф,60.002495,30.3584801
mobile_phone,МТС,60.0496814,30.4432241
supermarket,Дикси,59.9293277,30.3480306
convenience,Продукты,59.8858008,30.4794382
convenience,Продукты,59.9469062,30.4840698
convenience,Продукты,59.9510226,30.4693542
convenience,У дома,59.9549867,30.4361621
convenience,Белорусские продукты,60.0466804,30.331279
bakery,Булочные Ф. Вольчека,60.0403311,30.3246337
optician,Линзмастер,60.0413348,30.3254042
clothes,Эпатаж,60.0408132,30.327061
convenience,,60.0411023,30.3252313
copyshop,,60.0073144,30.2722842
baby_goods,Детский мир,60.022163,30.2248511
optician,ОптикГуру,60.0001358,30.3648664
car_repair,Шиномонтаж,60.0077834,30.3381842
