shop,name,lat,lon
variety_store,Fix Price,59.9197303,30.3291128
supermarket,Spar,60.036053,30.3448576
supermarket,Spar,60.0417616,30.3403534
books,Буквоед,60.0399025,30.3487209
confectionery,Север,60.0398579,30.3489352
florist,Цветы,60.0399979,30.3483527
beauty,Amore mio,60.0090254,30.3482559
supermarket,Пятёрочка,60.0087893,30.3437683
bed,Питерцвет,60.0090575,30.348023
convenience,Продукты,60.0092475,30.3459601
car_parts,Ведущие колеса,60.0117512,30.3439532
massage,,60.0085364,30.3433393
gift,,60.0090517,30.3480861
garden_centre,,60.0090779,30.3480823
beauty,,60.0107141,30.3459489
car_repair,"Шинный центр ""Колобокс""",60.0117007,30.3440321
electronics,1000000.ru,60.0104649,30.3456697
mobile_phone,Связной,59.9436788,30.3610551
alcohol,Норман,59.932399,30.3622555
mobile_phone,МегаФон,59.9317324,30.3618437
car_repair,FrimanService,59.7936523,29.9233003
beauty,Iris,60.0049748,30.3416031
car,Автосалон Сервисный центр,60.006968,30.3407552
car,Автофорум,60.0078301,30.3404556
pet,Вертихвостик,60.0049491,30.3418607
beauty,Вкус красоты,60.0085781,30.3579895
department_store,Модный мир,60.0068652,30.3526168
convenience,Пчёлка,60.0057784,30.3412624
chemist,,60.0063067,30.3531772
tableware,,60.0063319,30.353139
paint,,60.0063561,30.3531095
hardware,,60.006383,30.3530783
doityourself,,60.0064126,30.3530418
furniture,,60.0064386,30.3530054
alcohol,,60.006604,30.3548677
convenience,,60.0066274,30.3549709
optician,,60.0158398,30.3379513
kiosk,,59.9869002,30.2157285
kiosk,,59.9869357,30.2149249
massage,,59.9869709,30.2138126
ticket,,59.9871465,30.2123751
kiosk,,59.98748,30.2152395
kiosk,,59.9875502,30.2147629
convenience,Продукты,59.9869247,30.2141114
car_repair,Aqua Lux,60.0115764,30.3344128
chemist,Zinger,60.007584,30.3270264
ticket,Авангард-Экспресс,60.0077309,30.3271016
interior_decoration,Аква интерио,60.0068349,30.3275528
sewing,Швейный супермаркет Веллмарт,60.0080768,30.3263775
baby_goods,ВотОнЯ,60.0076718,30.3267252
car,Авто Премиум Пежо,60.010663,30.325481
supermarket,Перекрёсток,60.0075259,30.3272624
fireworks,Петербургский фейерверк,60.008283,30.3262952
supermarket,Пятёрочка,60.0031315,30.3327479
furniture,Рио-мебель,60.0083532,30.3262672
beauty,Салон Сабайди,60.0033581,30.342506
hairdresser,,60.0039043,30.3323992
beauty,Солнышко,60.0037938,30.3330268
beauty,Флирт,60.0120556,30.3337127
car_repair,Шкода Сервис,60.0104147,30.3263032
car_parts,Шкода сервис,60.010419,30.3263699
butcher,,60.0021312,30.3402286
hairdresser,,60.0022911,30.3389499
car_parts,,60.0028603,30.3347123
furniture,,60.003747,30.3332924
convenience,,60.0058988,30.3275212
umbrella,,60.0074981,30.3270572
bag,,60.0075176,30.3270505
glaziery,,60.0075384,30.3270438
bathroom_furnishing,3 кита,60.007937,30.3264333
tiles,mayotica.ru,60.0117674,30.3246715
door,Александрийские двери,60.0122933,30.3244573
optician,Оптис,60.0120842,30.3245425
florist,Цветторг,60.0121474,30.3245167
newsagent,,60.0166096,30.3158458
clothes,Спецодежда Восток-Сервис,59.9871903,30.2254792
car_repair,,59.8707692,30.3399531
shoes,Brand's,59.9366823,30.360589
supermarket,Еда,59.9369048,30.3601454
car_repair,"СТО ""Три дракона"" - SsangYong",60.019257,30.3303721
florist,Оранж,59.9538221,30.2964343
beauty,Red Point,60.0184441,30.3336227
motorcycle,Мото 66,60.0135505,30.3227176
electronics,Викинг,60.0225958,30.328773
furniture,"Галерея ""Колумб""",60.0188386,30.3329405
alcohol,,60.0208113,30.3223281
hairdresser,Салон причёсок,60.0185415,30.3223047
curtain,Студия креатив,60.0207573,30.3218065
supermarket,Полушка,60.020833,30.3225015
pet,,59.8543548,30.3877595
bakery,Гарсон,59.9295835,30.3682244
supermarket,Пятёрочка,60.1492802,30.5113236
electronics,,60.149893,30.5111356
clothes,,60.1504553,30.5099383
convenience,,59.6383753,29.6086445
supermarket,Нетто,59.930903,30.3554343
alcohol,РосАл,59.9570924,30.3144775
hardware,,60.1514027,30.5075375
supermarket,Пятёрочка,59.8709832,30.3113125
tyres,Tire Life,59.9883555,30.3145938
convenience,Фермерский дворик,59.8061143,30.3742751
tyres,Pole Position,59.9868977,30.3186326
car_repair,,59.9870066,30.3196849
convenience,"Магазин ""Водопад""",60.1761651,30.0246517
convenience,,60.177986,29.4545461
doityourself,Строитель,59.9502871,30.4880746
supermarket,Перекрёсток,59.9499111,30.4882891
greengrocer,,59.9507612,30.4875942
kiosk,,59.9507853,30.4877659
newsagent,,59.9507772,30.487672
convenience,,59.7748387,31.1664814
supermarket,Анкур,59.6626386,30.1017873
car_repair,Шиномонтажный центр,59.8320834,30.1697596
convenience,Продукты,59.5563389,29.9854166
beauty,Леди,59.8774168,30.3175248
car,Автомагазин,59.5706849,30.0758859
supermarket,Технолог,59.6690383,30.0549431
convenience,Продукты,59.8487506,30.3616989
clothes,Orchestra,59.9167109,30.4721711
convenience,Продукты,59.5974901,30.0548966
beauty,In Beauty,59.8415052,30.1587923
convenience,Трамплин,60.1650703,30.5418615
supermarket,Универсам,59.8252847,30.1585894
no,Заправка бытовых газовых баллонов,59.6898081,30.1072073
boutique,Glance,60.0121226,30.3237641
kitchen,Plaza Real,60.0079116,30.3254118
boiler,Viessman,60.0075917,30.3255941
travel_agency,Альфа,60.0084563,30.3251465
hairdresser,Афродита,60.0149883,30.3226394
hairdresser,Виктория,60.0084637,30.3252268
tile,Пробка & паркет,60.0140305,30.3230147
window_blind,Уют,60.0122027,30.3237317
bathroom_furnishing,Современная сантехника,60.0083847,30.3252822
kitchen,Студия кухни Holiday,60.0082064,30.3253492
fabric,Ткани,60.0142507,30.3228854
pet,Зоомагазин Petshop.ru,60.0075429,30.3256138
tile,Шахтинская плитка,60.0074687,30.3256438
heater,Эколайн,60.0072687,30.3248878
hairdresser,,59.9955343,30.3280829
furnace;door,,60.0073718,30.3256253
extinguisher,,60.0081616,30.3251772
car_repair,,60.0132011,30.3199866
vacant,,60.0144833,30.3228792
furniture,Аллегро,59.8288741,30.4054815
beauty,Стриж.Ка,59.8289014,30.4056184
outdoor,Ёрш,60.0196729,30.3140173
tyres,,59.8541519,30.9622607
car_repair,Tire Life,59.8857265,30.4499312
tyres,,59.8652192,30.3130921
greengrocer,,59.875816,30.3369728
convenience,Продукты,59.8499178,30.3747401
sports,Roller club,59.9188716,30.3324721
shoes,"ООО ""РАТ"" - спецобувь оптом",59.9077111,30.2813033
clothes,Reebok,59.9211316,30.4671294
ticket,,59.9945006,30.1524354
hairdresser,Салон причёсок,59.9897664,30.2174543
chemist,Рив Гош,59.9186765,30.4703887
jewelry,585,59.9188074,30.4702304
mobile_phone,МТС,59.9212061,30.4668363
supermarket,Дикси,59.9235767,30.45672
chemist,Спектр,59.9214547,30.4613882
convenience,Продукты,59.9194446,30.4998129
hairdresser,,59.9177759,30.4947507
convenience,,59.9178019,30.494862
clothes,Леди шарм,59.9644551,30.3123429
hairdresser,,59.9429483,30.4911779
supermarket,Пятёрочка,59.9458419,30.4895632
hairdresser,,59.9422173,30.4908354
hairdresser,,59.9457289,30.4921598
supermarket,Магазин купцов Елисеевых,59.9342174,30.3377028
clothes,Adidas Discount,59.9212707,30.4665648
photo,Fujifilm,59.9219172,30.4635839
ticket,Касса Ледового Дворца,59.9210013,30.4676319
supermarket,Дикси,59.9301718,30.3223132
alcohol,Пинта,59.956856,30.3521873
supermarket,Народная 7Я семьЯ,59.8562203,30.2558454
car_repair,,60.1694432,30.5458888
hardware,,60.1698596,30.5461207
computer,Клик,59.7198265,30.4050888
confectionery,Невские берега,59.8462468,30.3797798
florist,,59.8462648,30.379856
butcher,Великолукский мясокомбинат,59.8463036,30.3800836
supermarket,Пятёрочка,59.9489515,30.4752192
greengrocer,,59.9512195,30.4724549
shoes,Art i Cool,59.9195259,30.4724099
toys,Детский мир,60.1986122,29.7069257
chemist,Улыбка радуги,60.1992897,29.7059203
car_repair,Венто Моторс,59.7326454,30.3734507
doityourself,Метрика,59.9596911,30.4398854
pawnbroker,Ломбард,59.9179362,30.4710805
jewelry,Наше золото,59.9188449,30.4701988
kitchen,Предметы кухни,59.9178211,30.4711305
hairdresser,,59.918766,30.4702696
doityourself,Чип и Дип,59.9350478,30.3598762
confectionery,Кондитерский магазин фабрики им. Крупской,59.9346958,30.3604306
car_repair,,60.197682,29.519037
convenience,Виктория,60.1199291,30.5079614
greengrocer,,59.8462337,30.3798845
hairdresser,,59.9152213,30.4837164
mobile_phone,Связной,59.9888969,30.2268668
sports,Спортмастер,59.9879495,30.2284244
tyres,,59.8779004,30.3690257
supermarket,Spar,60.0196892,30.6464603
bakery,,60.1095537,30.4939543
furniture,,60.1113877,30.4939511
convenience,ООО Кедр,60.1115051,30.4922858
supermarket,Продукты,59.8997376,30.361133
books,Старая книга,59.9251148,30.3445742
books,Все свободны,59.938956,30.3211116
convenience,,59.8118191,30.3031836
interior_decoration,Cottage mode,60.0186862,30.3210658
outdoor,Аква,60.0186288,30.3209933
beauty,Кудри,60.0185366,30.3201217
doityourself,Строительные товары,60.0185563,30.3195425
funeral_directors,,60.0185419,30.3196066
kitchen,,60.0185805,30.3195923
kiosk,,60.0189637,30.0019592
clothes,Levi's,59.9279872,30.3603009
confectionery,Алёнка,59.933107,30.3463823
convenience,,59.9168177,30.3219383
convenience,,60.3386685,30.4245338
convenience,Продукты,59.8628422,30.4119807
convenience,,60.033872,30.393011
convenience,,60.0352998,30.386742
supermarket,Полушка,60.0437911,30.3764744
doityourself,Строитель,60.0435744,30.3781443
car_repair,Шиномонтаж,59.991575,30.3545041
tile,Гранд декор,60.0300032,30.3232872
bathroom_furnishing,Маркопул,60.0299202,30.3228877
beauty,Стайл,60.0300163,30.3240125
car_parts,Транзит,60.0298908,30.3228415
convenience,,60.0299775,30.3241618
supermarket,Народная 7Я семьЯ,60.0851683,29.9544849
beauty,L'Amie,60.016855,30.3106528
beauty,Little star,60.0176099,30.3096147
travel_agency,TUI,60.0175048,30.3141186
mobile_phone,Билайн,60.016662,30.3184492
beauty,New York,60.0167432,30.3104015
butcher,,60.0165311,30.3172007
pet,Енот,60.0167208,30.3190247
massage,Здоровое настроение,60.0167937,30.3092273
charity,Магазин распродаж,60.0166336,30.3182
convenience,Минимаркет,60.0177724,30.3100654
organic,Натуральные продукты питания,60.0176257,30.3097481
butcher,Петербурженка,60.0165168,30.3170283
convenience,Продукты,60.0177277,30.3096591
lighting,Светильники,60.0166912,30.309094
bakery,Сеть пекарен Тёплое место,60.0175983,30.3095008
convenience,Сытый муж,60.0166845,30.3186669
tobacco,Табачная лавка,60.0166521,30.3183579
greengrocer,,60.0164742,30.3167014
butcher,Лавъка,60.016488,30.3168422
greengrocer,,60.0165398,30.3172915
beverages,,60.0165494,30.3173787
dairy,,60.016559,30.3174782
butcher,,60.016579,30.3176886
seafood,,60.0165809,30.3177071
greengrocer,,60.0165907,30.3178021
butcher,,60.0165957,30.3178489
convenience,,60.0166006,30.3178897
bakery,,60.0166049,30.3179267
florist,,60.0166111,30.317981
greengrocer,,60.0166435,30.3182789
confectionery,,60.0166453,30.3183098
butcher,,60.0166949,30.318778
greengrocer,,60.0167073,30.3189026
clothes,,60.016735,30.3191568
greengrocer,,60.0173006,30.3172212
gift,,60.0177606,30.3135953
convenience,,60.0179004,30.3138544
newsagent,Первая полоса,60.0166279,30.3152601
convenience,,59.7811893,30.3268725
convenience,Продукты,59.9418346,30.4831476
supermarket,Народная 7Я семьЯ,59.9586272,30.2875996
supermarket,Пятёрочка,59.9579022,30.2907826
convenience,Spar,59.8524901,30.256731
supermarket,Магнит,59.856952,30.2558789
garden_centre,Урожай,59.9225902,30.3330455
furniture,Hall Ego,60.0029163,30.388351
beauty,АРС,59.9985073,30.3852149
wallpaper,Дом обоев,60.0034089,30.3888238
convenience,Минимаркет,60.0003969,30.3897762
beauty,Море,60.0004419,30.3897327
musical_instrument,Музыкальные инструменты,60.0034655,30.3888902
hairdresser,Салон причёсок,60.0015741,30.3875026
supermarket,Нетто,60.0077548,30.3989085
clothes,"ТД ""Восток-сервис""",60.0083787,30.3958927
fabric,Текстиль,60.0081678,30.3980141
doityourself,ЭТМ,60.0023498,30.3877609
greengrocer,,59.9989041,30.3846288
hairdresser,,60.0021848,30.3876723
bathroom_furnishing,,60.0024888,30.3879076
vacant,Точка Света,60.0030076,30.3884377
convenience,Лакомый кусочек,60.0035621,30.3889884
bakery,,60.003897,30.3892614
dry_cleaning,,60.0083892,30.3957156
hairdresser,,60.008408,30.3956401
convenience,,60.0088384,30.3943667
charity,Финская бытовая техника,60.0084699,30.3955257
books,Школьная книга,59.9308671,30.4241495
supermarket,Окей,60.0835372,29.9547778
convenience,,59.8473011,30.3771094
toys,Забава,59.9434387,31.0344016
tailor,Оазис,59.9418502,31.040533
florist,,59.9433115,31.0366666
electronics,,59.9433489,31.0342694
video,,59.9434082,31.0343775
car_repair,,59.9127662,30.4805215
windows,Окна Потолки Двери,59.9129774,30.4743587
convenience,,59.9154653,30.4757022
baby_goods,Кроха,60.2574062,29.5961183
alcohol,Winebook,59.9939724,30.1464478
books,Буквоед,59.9907529,30.2063084
sports,Велодрайв,59.9922211,30.2061466
furniture,Грэйт,59.9916266,30.2062279
sports,Спортмастер,59.9912062,30.2055993
tea,Унция,59.9896277,30.2051995
gift,tabakpodarki,59.9887714,30.2263802
bakery,Каравай,59.8877648,30.2686608
hardware,Строй Дом,59.8880432,30.2697802
vacuum_cleaner,Карекс,59.8861729,30.2678904
bathroom_furnishing,Керамир,59.8808238,30.2608905
clothes,Корсар,59.8805757,30.2606179
chemist,Спектр,59.8804317,30.2604974
electrical,Минимакс,59.8756195,30.2576747
trade,Строитель,59.8742078,30.2579951
doityourself,Строитель,59.8744412,30.2578937
trade,Строймаркет,59.8739201,30.2580803
tailor,,59.9432829,31.0365613
supermarket,Магнит,59.9436006,31.0348155
clothes,,59.9453491,31.0340858
furniture,,59.9431875,31.0373166
frame,,59.9432158,31.0369609
pet,,59.9420797,31.0407913
mobile_phone,Билайн,60.0003057,30.3652078
mobile_phone,МТС,60.0003714,30.3652348
florist,Цветы Опт Розница,60.0002399,30.3651808
chemist,Улыбка радуги,59.8522904,30.2583848
department_store,Нарвский,59.8522784,30.2619001
department_store,Нарвский,59.8522747,30.2656906
department_store,Нарвский,59.8522454,30.2785029
department_store,Нарвский,59.852251,30.2747292
department_store,Нарвский,59.8522714,30.2711135
doityourself,Сатурн,59.978364,30.3550528
convenience,,59.9642771,30.3233899
convenience,С-маркет,59.9654679,30.3139728
laundry,ГарантЪ,59.965844,30.314362
convenience,Продукты,59.9654142,30.3150777
books,Буквоед,59.9291196,30.3148859
convenience,Продукты,59.9306541,30.3138067
e-cigarette,Vardex,59.9275308,30.3167679
radiotechnics,,59.9245184,30.3173035
sports,Спортмастер,59.9236898,30.3179576
hairdresser,Парикмахерская,59.9056999,30.4802229
hairdresser,Парикмахерская,59.9252496,30.4502835
supermarket,Риомаг,59.9010062,30.4699866
convenience,Продукты,59.9293642,30.3366906
hairdresser,Леди Джейн,59.9012864,30.4696655
hairdresser,Леди Джейн,59.9116786,30.4692109
hairdresser,Парикмахерская,59.900746,30.4816334
mobile_phone,Связной,59.9004157,30.4866099
optician,Оптик-А,59.9010438,30.4699843
beverages,,59.9002726,30.4795853
convenience,,59.8989435,30.4843405
car_repair,Пункт ТехОсмотра,59.9855411,30.2462652
bicycle,Велосервис Author,59.9399068,30.414751
bicycle,Максимум,59.940002,30.4145231
greengrocer,,59.9848076,30.3435066
shoes,,59.9848411,30.3425535
convenience,,59.9849883,30.334085
hairdresser,Народная услуга,59.9850531,30.3343433
alcohol,Ароматный мир,59.9809669,30.3252091
bakery,Ватрушка,59.9834243,30.3330848
pet,Корком,59.9847729,30.3429362
florist,Цветы,59.9811688,30.3256677
car_repair,Эксклюзив Спб,59.9802965,30.3236945
car_repair,Шиномонтаж,59.9008207,30.4865935
garden_centre,Park Motors,59.994791,30.1469488
pet,Ле'Муррр,59.9947519,30.147469
bicycle,Hannolainen,60.058516,30.3448725
sports,Спорт-Ком,59.876859,30.2563595
car,,60.2576206,29.6211038
convenience,,60.1676624,29.3654526
supermarket,Полушка,59.9902929,30.3161278
supermarket,Полушка,59.952474,30.2317211
convenience,,60.309886,30.608661
convenience,Продукты,59.9889629,30.2132731
convenience,Продукты,59.9038799,30.318086
supermarket,Магнит,60.0750085,30.2362141
car_repair,,59.8585008,30.4443969
florist,Цветоптторг,59.9429477,30.479545
fabric,Модница,59.943861,30.4793626
hairdresser,R&J,59.941568,30.4784588
doityourself,Пчёлка,59.8737654,29.8601227
laundry,Студенческие прачечные,59.882219,29.858804
clothes,Гардероб,59.7308982,30.3823413
doityourself,Центр-Сервис+,59.7308965,30.381687
watches,Часовой дом МИГ,59.9246561,30.3391521
convenience,Продукты,59.9854367,30.2567817
doityourself,Окна и двери,59.9525085,30.4784697
car_repair,,59.9040659,30.6708226
convenience,,60.055748,30.4712689
hairdresser,,60.0561854,30.4825646
convenience,,60.0566526,30.4782978
hairdresser,,59.8509959,30.2990368
hardware,,60.2571838,29.6028784
furniture,,60.2572356,29.6025965
hairdresser,Luxe Hair,59.9309528,30.3200608
clothes,Дань Mode,59.9311629,30.3207761
ticket,,59.9313482,30.3214004
supermarket,Дикси,59.8284435,30.3341787
books,Глаголъ,59.8591246,30.1992953
hairdresser,Кактус,59.8592168,30.1994033
kitchen,Кухни Шкафы-купе,59.8588237,30.1990253
furniture,Мебель Двери,59.8589348,30.1991009
convenience,Продукты,59.8590162,30.1991603
hairdresser,Сансара,59.8587206,30.1989875
butcher,Мясо,59.5762232,30.067153
convenience,Рыба,59.5764498,30.0673699
mobile_phone,Евросеть,59.739538,30.6213245
outdoor,Спортмастер,59.7392221,30.6217139
convenience,продукты,59.5634236,30.0101096
convenience,У Михалыча,59.5720601,30.0474225
convenience,,60.0794436,30.2592242
convenience,,59.7327448,30.3437022
car_repair,Оборона-моторс,60.0409479,30.4716564
car_repair,Автотюнинг,60.0665831,30.3978037
butcher,Великолукский мясокомбинат,60.0695656,30.3944563
supermarket,Дикси,60.0692987,30.3944171
doityourself,СаДомик,60.0693652,30.3944449
convenience,Продукты,60.0694773,30.3944364
florist,Цветовик,59.9060607,30.317722
convenience,Алёнка,59.7540767,29.7120523
convenience,Лидер,59.7534228,29.7138762
clothes,Радуга,59.7536056,29.7134194
supermarket,100 пудoff,59.7537043,29.7129471
frame,Fine Art,59.9431863,30.3417161
supermarket,,59.7870611,30.8062334
supermarket,Полушка,59.7622689,30.7751012
convenience,Продукты,59.8831548,30.4693425
convenience,Продукты,59.8834702,30.4690663
alcohol,Ароматный мир,59.9558919,30.3290008
kiosk,,59.9556216,30.3285602
doityourself,Продажа тротуарной плитки,59.7411303,29.6329497
doityourself,Строительные товары,59.7451008,29.6197048
jewelry,Золотой,59.9323353,30.3602808
mobile_phone,МТС,59.924268,30.3844188
bakery,Месье Патиссье,59.9241833,30.3845489
confectionery,Сладкая фантазия,59.924208,30.3843312
supermarket,Пятёрочка,59.9801652,30.5079674
car_parts; doityourself,Вюрт Маркет,60.0574524,30.3083944
car_repair,СТО,60.0321563,30.626167
car_repair,Автомастерская,60.0318722,30.6269019
hairdresser,Рио,59.8993961,30.4755805
convenience,5 шагов,59.8934972,30.4789576
seafood,,60.1232932,31.0748906
supermarket,Магнит,60.0463564,30.6997856
convenience,Продукты,60.0464798,30.7002167
computer,Юлмарт Outpost,60.0147856,30.6502375
hairdresser,Tess,59.8985864,30.4742486
car_repair,Шиномонтаж,59.8923592,30.4779282
books,Первая полоса,59.9325805,30.4390127
supermarket,Мера Маркет,60.0083133,30.6073223
doityourself,СтройХозТовары,60.0079922,30.6069895
convenience,Универсам,60.0080025,30.6072741
convenience,Универсам,60.0081953,30.6082829
greengrocer,,60.007714,30.6070483
greengrocer,,60.0077774,30.6072558
butcher,,60.0078481,30.6075864
furniture,,60.0079913,30.6069032
florist,,60.0079986,30.6071689
chemist,,60.0080836,30.607914
convenience,100 шагов,60.0081745,30.6080101
outdoor,Евроспорт,59.9306507,30.6234029
supermarket,Дикси,59.92949,30.6305355
car_repair,Шиномонтаж,59.8908279,30.4742839
alcohol,Лит.ра,59.8964641,30.4762912
toys,,60.2583531,29.5977996
doityourself,,60.2581262,29.5981341
computer,Юлмарт-Outpost,59.5777725,30.1354507
beauty,"Оля, Лиза",59.5791469,30.1359228
electronics,Источник,59.9624704,30.3145033
convenience,Продукты,60.0910933,30.8382601
variety_store,,60.0910778,30.83775
hairdresser,,60.0911175,30.8376611
butcher,,60.0911728,30.8375084
convenience,Продукты,60.0848812,30.8863291
convenience,,60.0945771,30.9752006
supermarket,"Торговый дом ""Бригантина""",59.6669611,30.1056469
shoes,Обувь за полцены,59.9855393,30.2260692
florist,Флоридея,59.9859713,30.2262835
car_repair,,59.9051921,30.2346557
supermarket,Дикси,60.0000674,30.3158826
hifi,Компьютерный мир,59.7403869,30.6111622
electronics,Юлмарт,59.7502416,30.564234
florist,Цветоптторг,59.7422684,30.6143055
newsagent,,59.7494152,30.6136501
baby_goods,Детки,60.0006035,30.2924077
convenience,Студенческий магазин,59.9328439,30.32585
convenience,,59.5734311,30.070893
supermarket,Дикси,59.9097362,30.2753374
convenience,,59.9095855,30.2752265
florist,,59.911456,30.276167
car_repair,Вертекс-моторс,59.9557059,30.464695
tyres,,59.9556249,30.4643864
hairdresser,КрасиваЯ,59.9103622,30.2756989
convenience,Food Market,59.9111038,30.2761273
alcohol,Ароматный мир,59.9123139,30.2768301
clothes,Aleda,59.9124761,30.2769221
convenience,Белорусский продукт,59.912765,30.2770838
convenience,,59.8405683,31.0298896
convenience,Продукты,59.913072,30.273828
beauty,Марина+,59.8723017,30.3139075
convenience,Продукты,59.8724316,30.3139502
car_repair,,59.8236404,30.404732
convenience,Продукты,59.6997206,30.4482087
doityourself,,59.6622035,30.2227399
convenience,Продукты,59.6621624,30.2231465
doityourself,,59.6163203,30.1742291
car_repair,,59.9328389,31.0099517
pet,ЛеМуррр,59.8596857,30.3906029
computer,Компьютерный мир,59.914841,30.3491272
supermarket,Prisma,59.9148625,30.3493044
mobile_phone,Евросеть,59.9149729,30.3490362
optician,Eyekraft,59.9148358,30.3491969
mobile_phone,Связной,59.9148706,30.3495887
mobile_phone,Мегафон,59.914903,30.3494061
convenience,,60.2842623,29.5598571
doityourself,,60.2846035,29.559912
convenience,,60.2950776,29.5164452
supermarket,Семья,59.9927466,30.6508948
convenience,,60.0146587,30.6767849
jewelry,Винтаж,59.9094298,30.297977
hardware,220 Вольт,59.9082434,30.3009582
newsagent,Первая полоса,59.9074654,30.2995433
convenience,Продукты,59.8071558,30.3769176
supermarket,Народная 7Я семьЯ,59.8070141,30.377261
convenience,Прогресс,59.850819,30.3355277
supermarket,Дикси,59.8464315,30.3306053
supermarket,Универсам,59.9425993,30.3217735
bathroom_furnishing,Афоня,59.8523932,30.2425168
convenience,,59.8945349,30.4868729
sports,VeloShock,59.8554107,30.3716665
convenience,Продукты,59.8507883,30.3757836
supermarket,Народная 7Я семьЯ,59.5782249,30.1363895
electronics,Электрическое питание,59.9542411,30.2584554
beauty,Сёстры,59.9465904,30.3607378
kiosk,Выпечка,59.9463252,30.3599496
newsagent,Роспечать,59.9463252,30.3598191
outdoor,Сплав,59.9462784,30.3604664
kiosk,Фрукты,59.9463205,30.3600755
outdoor,Тритон,59.8838333,30.3578601
convenience,Тюльпан,59.9422786,30.322995
hairdresser,,59.9043833,30.6716154
car_repair,,59.9366188,30.664419
car_repair,,59.9366376,30.6641883
doityourself,Крепмаркет,60.0111093,30.3252156
doityourself,220 вольт,60.0111404,30.3253396
convenience,,59.8614075,30.2426383
computer,Иствинд,59.5768099,30.1346072
florist,,60.0159025,30.3379547
convenience,Продукты,59.789155,29.9329085
doityourself,Ленгазаппарат,59.5568012,30.1311878
convenience,,60.315946,29.5674635
convenience,,59.9659051,30.9353096
doityourself,,59.9660753,30.9352997
supermarket,Магнит,60.0190829,30.6828032
convenience,,60.3251328,30.477272
convenience,,60.3308276,30.4744665
car_repair,,59.9279447,30.6391125
tyres,,59.8850914,31.0019025
alcohol,Норман,60.1926607,29.6909905
supermarket,РеалЪ,59.8366739,30.3580444
florist,,60.0465962,30.3670241
greengrocer,,60.046627,30.367012
convenience,Любимый,60.0497978,30.3668036
hardware,,60.3247102,30.4776275
mobile_phone,Связной,59.8767789,30.4428947
seafood,Суши шоп,59.8768908,30.4438002
convenience,Продукты,59.8705949,30.4487314
car_repair,ГАЗ,59.8734348,30.9805166
department_store,,59.872065,30.9905938
supermarket,Правобережный универсам,59.9110162,30.4629559
hairdresser,,59.9105536,30.4616413
hardware,Веста плюс,59.8859918,30.9987772
beauty,Клеопатра,59.8859433,30.9989935
beauty,Кокетка,59.8860247,30.9985979
hairdresser,Люкс,59.8859676,30.9988768
sports,Спорттовары,59.8860932,30.9983389
car_repair,Хороший сервис,59.8904018,30.9934322
butcher,,59.8859126,30.9994162
supermarket,Пятёрочка,59.856218,30.3063585
supermarket,Пятёрочка,59.8601161,30.3065989
supermarket,Дикси,60.0038991,30.2038766
bakery,Булочные Ф. Вольчека,59.921717,30.3522547
antiques,Конрос,59.9863027,30.3132534
sports,Спорттовары,59.8733631,30.9804544
florist,Цветоптторг,59.8603103,30.3192759
ticket,Азербайджанские авиалинии,59.8598054,30.3202981
hairdresser,,59.9199663,30.3589373
supermarket,Пятёрочка,59.6943605,30.7833526
supermarket,Народная 7Я семьЯ,59.7452933,30.5761781
supermarket,Народная 7Я семьЯ,60.0015054,30.2480296
convenience,,60.2137464,30.5569265
furniture,Коралл,59.9883923,30.303705
newsagent,Первая полоса,60.0667802,30.3338876
car,"Автоцентр ""Приморский""",59.9963965,30.2992047
supermarket,Нетто,59.8714649,30.3162751
hairdresser,Карусель,59.8718643,30.3171731
hairdresser,Галактика,59.8732692,30.3177905
florist,Флора-студия,59.8745044,30.3175398
hairdresser,Элен,59.8743755,30.3177309
supermarket,Prisma,59.8704281,30.3789786
convenience,Свой магазин,59.9200303,30.3076757
florist,Маргаритка,59.9210891,30.3077103
convenience,Надежда,59.9143065,30.329205
hairdresser,,60.0149424,30.6779175
car_parts,Автобакс,60.0553522,30.3077249
beauty,Центр косметологии и эстетики,60.055087,30.3079115
vacant,,60.055498,30.3076941
convenience,Продукты,60.0522932,30.3163261
alcohol,Норман,59.5641496,30.131407
supermarket,Пятёрочка,59.5639429,30.1313518
doityourself,,59.893937,29.1687689
convenience,,59.7013605,30.1188799
convenience,Стас,60.219999,30.028237
convenience,Продукты,59.9307226,30.3542728
convenience,,59.9307642,30.3539602
hairdresser,,60.3205979,29.2993143
chemist,,60.3206846,29.2995905
convenience,Веста,60.3206658,29.2994825
convenience,,60.3201327,29.2961163
convenience,,60.3205592,29.2991138
laundry,Лис,59.9400794,30.2521586
car_parts,,59.9402811,30.2519549
convenience,Тройка,59.8424174,30.9378592
hardware,Домовой,59.9906567,30.257799
convenience,,59.9027279,29.7135771
convenience,,59.9028852,29.7143227
doityourself,,59.9609144,29.4301353
hairdresser,Акварель,59.9457531,30.3825212
supermarket,Лайм,59.8540874,30.3494686
supermarket,Верный,59.9459576,29.5644713
convenience,Михайловский,59.9469069,29.5617617
hairdresser,,59.9486581,30.4846886
furniture,Петролайн,59.8327293,30.4202414
beauty,Селена,59.8325352,30.4204345
furniture,Мебель,59.8320823,30.4213357
doityourself,Ресурс,59.9117404,30.3939787
beauty,Студия красоты Зои Ивановой,59.8542322,30.3064968
pet,Зоомагазин,59.8597945,30.3063558
newsagent,,59.8603423,30.306024
